date,bottom,depth,chl,cdom,mineral,cloud,suntheta,windspeed,temp,salinity,352.5,357.5,362.5,367.5,372.5,377.5,382.5,387.5,392.5,397.5,402.5,407.5,412.5,417.5,422.5,427.5,432.5,437.5,442.5,447.5,452.5,457.5,462.5,467.5,472.5,477.5,482.5,487.5,492.5,497.5,502.5,507.5,512.5,517.5,522.5,527.5,532.5,537.5,542.5,547.5,552.5,557.5,562.5,567.5,572.5,577.5,582.5,587.5,592.5,597.5,602.5,607.5,612.5,617.5,622.5,627.5,632.5,637.5,642.5,647.5,652.5,657.5,662.5,667.5,672.5,677.5,682.5,687.5,692.5,697.5,702.5,707.5,712.5,717.5,722.5,727.5,732.5,737.5,742.5,747.5,752.5,757.5,762.5,767.5,772.5,777.5,782.5,787.5,792.5,name
2018-06-03_10-51-13,dummyR.bot,1.25,5.0,5.0,1.0,0.0,0.0,0.0,10.0,0.0,1.326362493493281,1.3188424494940696,1.3123614575069893,1.3067537426976743,1.30298763147064,1.3000874957667865,1.2977010265274942,1.2977453940004404,1.3002427631638036,1.3033736548479429,1.3096158354779714,1.3178610859711877,1.3267904432440238,1.3339240444954372,1.337165487491828,1.3408467573764558,1.3446591795202822,1.3444292589335556,1.3371431555127171,1.3268554259941159,1.3182935159448204,1.3114595876435464,1.3048737962793269,1.2958669928176598,1.2850934541783103,1.2736338988558924,1.2628543421981633,1.2543223947155069,1.2457255573747723,1.234560991410529,1.2261616267676936,1.2229092503939183,1.2188762445654782,1.2083940521698018,1.1965008217237654,1.1878594999005128,1.1791148135093346,1.1709406885906513,1.1635501202675806,1.157991173305906,1.1516015733192897,1.143524684488795,1.1371377419390802,1.136362269714499,1.140248227260168,1.1506319438958084,1.166678510945472,1.1873904016464758,1.2122851264288856,1.250327184563376,1.2947372110588382,1.3171134292607318,1.324398412132009,1.3317408886406796,1.342397014326543,1.3546454620658237,1.3669822741214308,1.3815494347935886,1.391620933730063,1.404445461420932,1.4349311228820258,1.4804301938527382,1.5272086690302646,1.5595036362298118,1.5674694748871016,1.5655658500841867,1.56649159175089,1.568417389881742,1.5862707832867782,1.6286089889740052,1.6910118588250809,1.782169523692174,1.9264476545175249,2.1239078325374234,2.3640818797266205,2.6510317350025434,2.9749111061170703,3.2689065003184434,3.434079101158201,3.477497045907461,3.502213974213438,3.541830623825516,3.5594591950927854,3.5382393770081024,3.4857558812776737,3.408343079065023,3.310003475770471,3.2071583319058754,3.1294113929066563,1
2018-06-03_10-51-13,dummyR.bot,1.25,5.0,5.0,1.0,0.0,30.0,0.0,10.0,0.0,1.400187555057007,1.3930614286718912,1.3870227392099652,1.3816200727565269,1.3783320773929355,1.3759928116863651,1.3738762697430271,1.374628355236394,1.377631349436359,1.3816096676293763,1.3885882865508703,1.397916321495373,1.4077147187572718,1.41584792716784,1.4196370099864557,1.4237975147039974,1.4284684344852914,1.4284665499438254,1.4212935782454932,1.4106715670842598,1.4018244281055998,1.3950817332686845,1.3883073370309045,1.3789648230753029,1.3677099609553158,1.3560367682715395,1.3447585436043086,1.3358587880652681,1.3268796887015988,1.3154837496022735,1.3067090868592042,1.3033901214633508,1.2992319218387705,1.2884924925985497,1.2760008002677476,1.266935220404394,1.2577503691538494,1.2491809364376918,1.241710904858523,1.2359255041094812,1.2292092586304353,1.2207110799463854,1.2140088780675644,1.2135487462590158,1.217777151857418,1.2289276796007855,1.2461202902827897,1.2682583815591018,1.2948680071018932,1.3357933522754886,1.3832187553372164,1.4071484092135478,1.4149938316419115,1.4229147417228205,1.4343640781247533,1.4474889181934234,1.4610367496271883,1.4766658596441016,1.48746877370603,1.5012340755722766,1.533806730014574,1.5824012278481632,1.632356035080465,1.6668113786751526,1.675640492755661,1.6735461133999048,1.6745280376813003,1.6765000797192666,1.6957525729148064,1.7412026797391595,1.808007946517083,1.9054919735577305,2.05961875828452,2.2710225928577765,2.5275011873714472,2.833878979335523,3.1796557412644058,3.493507097454227,3.669888623301822,3.716385978790989,3.7429070281224153,3.785298204561253,3.804212566108919,3.7817852004140353,3.726751004289951,3.644245629045705,3.539424060999557,3.4297193522965865,3.3468367240742563,2
2018-06-03_10-51-13,dummyR.bot,1.25,5.0,5.0,1.0,1.0,0.0,0.0,10.0,0.0,1.4451137849576234,1.4395825122756265,1.435129389050951,1.4311864855296832,1.4292686540040098,1.4284774424169449,1.4275916074396562,1.4297695928279428,1.434066821688922,1.4395184991393293,1.4478075393749985,1.458613651225305,1.469838055936479,1.4792915538012177,1.484206742556105,1.4894402492076948,1.495273924679635,1.4961140793631815,1.4895346946533328,1.4792715699939354,1.4708195006219345,1.464572360089635,1.4582190363769223,1.4491563495051158,1.4380677418555383,1.4265265822019664,1.4153511835829289,1.406628483178769,1.3977972000751828,1.3864477489163134,1.3777696284158238,1.3748010084882478,1.3709152352923828,1.3601733956591673,1.3475666461120477,1.3385024612786125,1.3293081514735772,1.3207221318266344,1.3133101616020333,1.3076220364975375,1.3009433133801116,1.2923962083592873,1.2857283713709802,1.2856089511469109,1.2903930449976202,1.302410846683986,1.3207785424376937,1.3443344099092986,1.3725804578971854,1.4158946349764163,1.4659809593169717,1.4914014623375906,1.499940039740863,1.5085555395806076,1.5208556468403205,1.53493253196905,1.5495184419948882,1.566199007740558,1.5778427665430863,1.5925458399849877,1.6270242637135923,1.6782632214224489,1.7308898798573191,1.7671776633587664,1.7765512161131016,1.7743860631301174,1.7754883739262786,1.7777758466597595,1.7984049204238652,1.8465762780022787,1.9170954425240816,2.019628316557496,2.1812663889410424,2.40241141532542,2.6700988856052,2.9889901915747865,3.347831017966861,3.6726735981116536,3.8550575427124505,3.903376312662493,3.9311029030282794,3.9751406881545135,3.995014202196341,3.972313702933284,3.9158567278315513,3.8311268707176094,3.7232521395797353,3.6102608437226538,3.5248628808094047,3
2018-06-03_10-51-13,dummyR.bot,1.25,5.0,5.0,1.0,1.0,30.0,0.0,10.0,0.0,1.453943535266066,1.4484089051312428,1.4439549911969498,1.4399841436927008,1.438089860409324,1.4373050192014925,1.4364237484983802,1.4386500993787457,1.442955106691174,1.4484656300359176,1.4567957494963577,1.4677004599540937,1.4789748635723627,1.4885126738422023,1.4934598963341197,1.4987311170073638,1.504620468416301,1.5054583857148942,1.4988663198359178,1.4885561009394122,1.480037277634154,1.4737726073954047,1.4673863351201468,1.458271058657327,1.4471399211754432,1.4355494115056446,1.4242967811232663,1.415529552949775,1.40664779677204,1.3952494428338909,1.386526644891581,1.383539918061368,1.37964161046704,1.3688624263813014,1.3561547423470839,1.3470418640988715,1.3377785981078736,1.3291534400969998,1.3217267032468238,1.3159924526276237,1.3092851180154272,1.3006888503256615,1.2939617501966951,1.2938713106066058,1.2986709479720648,1.3107743795000792,1.3292442021231339,1.3529220146784535,1.3813537052626654,1.42493296071443,1.475313876042117,1.5008811222412215,1.5094904705719243,1.5181484556726539,1.5305324383739158,1.54467475210993,1.5593693290990536,1.576152278714967,1.5878606724362376,1.6026456024353264,1.63733348234741,1.6888903865882512,1.7418230538059567,1.778326434630925,1.7878073204368492,1.7856296272156102,1.786753734637037,1.788975259864561,1.8097231394013424,1.85821343952199,1.929135144749096,2.0322898456054466,2.1948541355459983,2.417312996285642,2.6865324136732647,3.0072452533478016,3.3680813680401878,3.69472156473196,3.87811447476215,3.92667643865948,3.954571835132199,3.9988443053537637,4.018794507171688,3.9959974757710057,3.9392971091280526,3.8541172618802673,3.7456503167988418,3.632034132765636,3.5461694099965992,4
2018-06-03_10-51-13,dummyR.bot,1.25,5.0,5.0,10.0,0.0,0.0,0.0,10.0,0.0,3.4251428715013508,3.378229397719862,3.3332064407363635,3.289952907916109,3.249636680431373,3.211244233658739,3.174669904067001,3.1418285888269977,3.1131540959853576,3.0865398885872826,3.065019280822013,3.0466726709350667,3.029420807062196,3.0093708351804045,2.9832605708768565,2.9551589094407142,2.9249536910856224,2.8892208470993297,2.845735978398841,2.800954221799456,2.761444510341446,2.72732800159673,2.696198481826015,2.663756223245065,2.629630175880787,2.5940251489602915,2.558225681291196,2.5243043052649266,2.489837311655835,2.452249278776017,2.4180814274404483,2.390250254200713,2.3619255059281383,2.326501158182953,2.290027176717172,2.2577288166349265,2.225755764321185,2.1946648680988603,2.164544166692947,2.1365280507017634,2.1072847737984635,2.07595862312102,2.0469619830543593,2.025327174666571,2.0105855275178808,2.005260085253458,2.0082617160248377,2.01812117749733,2.0337956255027176,2.0650335646750446,2.103759022420021,2.1169618893472446,2.112975709262405,2.1093700957239103,2.1100513577565008,2.1130428394921656,2.1165657602004484,2.1229102047259976,2.1240956418931263,2.127936851201469,2.1510264817057507,2.1902954803551418,2.230628398671043,2.2548674083423443,2.252571994035123,2.240590073443548,2.2331941155686503,2.227848140785276,2.2409382508041147,2.2810841935995056,2.3427612241573867,2.43506405708999,2.584622102250718,2.7911382937935145,3.0429129280839837,3.344226529188535,3.684101702924361,3.991111140883429,4.160166471361043,4.199635267363433,4.2193364144267616,4.254932498824403,4.267308069504322,4.238521023863029,4.176648286734699,4.0884276032323035,3.9781326523434313,3.863030039265472,3.7748242296737278,5
2018-06-03_10-51-13,dummyR.bot,1.25,5.0,5.0,10.0,0.0,30.0,0.0,10.0,0.0,3.5618889438286336,3.5150309765299066,3.470081999226528,3.4264353796079825,3.3860649691584777,3.3477127259667445,3.3106295919910886,3.277812816191441,3.248725874398,3.2222217638916244,3.200361795913321,3.182184422031132,3.164674626333195,3.1446121310666335,3.117892826168477,3.089037821214476,3.058523241882836,3.021842321778513,2.9776213509244114,2.9316587325955363,2.8911753071742115,2.8567759870402627,2.8251079238674475,2.792126063360133,2.7573607519771963,2.7215126146689563,2.685047343182559,2.6505123191401307,2.6153826679387584,2.577384476384572,2.5424576754703567,2.514107050171335,2.485198769599448,2.449326346119417,2.411889175238728,2.3787290094104416,2.345910885578679,2.314032414727186,2.2834826520916067,2.254786030753809,2.224789918197855,2.1925879459748425,2.1628621934773262,2.1411643813683305,2.126219976932658,2.121198119032529,2.1249123850820366,2.1357718886345296,2.1527393079055845,2.18650594758818,2.227680710781208,2.242166380075868,2.238570529935658,2.2354085719218526,2.2367236549814065,2.24047131305451,2.2451944049739856,2.2524399564972657,2.2542441505646478,2.2588674836166023,2.2836794585282827,2.325526797797105,2.3684440568143725,2.3944228759896995,2.3928797815773564,2.3806587007571047,2.373151179261302,2.3677567550782723,2.381943207431104,2.42487885863034,2.4903254988856216,2.5879896747514466,2.745806559794906,2.9640372012924336,3.2292164821154667,3.5463154908456747,3.903779036707322,4.2266054614905135,4.40463228431256,4.446683998931204,4.467970657246798,4.5059363878672665,4.519527244351294,4.4899583683830455,4.426391623822879,4.334296278521949,4.218956549684563,4.098482081268783,4.006225015722226,6
2018-06-03_10-51-13,dummyR.bot,1.25,5.0,5.0,10.0,1.0,0.0,0.0,10.0,0.0,3.624459179952909,3.5794379521619635,3.536247745463136,3.494259340844158,3.45526067855511,3.4184114393272305,3.3824859661811457,3.3509438984905304,3.3228620943849236,3.2974597349066213,3.276481544763064,3.2591645658379944,3.2425055592553518,3.223044023064616,3.1969210448442382,3.1685198927656875,3.138492845435669,3.1021244377849038,3.058078414750937,3.0123529364386634,2.9721407585169173,2.9380803332215013,2.9068564252187232,2.8742794125457727,2.8398884584078066,2.8043355555025267,2.7681622702753543,2.7339226225636204,2.6992429363272263,2.6614422835028053,2.6267673774611997,2.598746148161159,2.570059024047469,2.5340769890154298,2.4965911826817804,2.4634004216731875,2.4306525747753174,2.398845014804916,2.3683305781165047,2.3397367590660623,2.3098031509847097,2.277604055860305,2.247916616669466,2.226420542547771,2.2119071882111,2.20750059907169,2.2120575413573054,2.223937205301549,2.242131279356665,2.2775136224381134,2.3205534835163686,2.336231732072698,2.33338357873627,2.3310137914403204,2.3331762752658265,2.3378395629338216,2.3434692549884337,2.3516746720151103,2.3543565966730373,2.359907983942068,2.386254407864269,2.430063114682669,2.474979729172736,2.5022945264516556,2.5011961427078946,2.488990363090457,2.4817045441699843,2.4766920163167443,2.492198665379604,2.5371979142873466,2.605342429853776,2.7065734144793265,2.8694241126098197,3.0939289860477324,3.3662650523007978,3.691254190257164,4.056765974374551,4.386453930804461,4.568371015640487,4.6118746114230635,4.634268103133925,4.673574648310877,4.688112430161828,4.6587707036884485,4.594650019154088,4.5016252368786365,4.384825938179084,4.262686110757449,4.169230955143872,7
2018-06-03_10-51-13,dummyR.bot,1.25,5.0,5.0,10.0,1.0,30.0,0.0,10.0,0.0,3.638461287102429,3.5933257542678523,3.5500317822076943,3.507925600157272,3.468828479017092,3.43189368560432,3.3958620560128976,3.3642343697040182,3.33606209319782,3.3105640618041314,3.2895301486277675,3.272156039582588,3.2554273293241036,3.235910737554664,3.2096720393557883,3.181167166720353,3.151042108390828,3.114565059528529,3.0704074392088323,3.02448165102019,2.9842264862805545,2.950088556738756,2.9188112703147864,2.8861567810386672,2.8517188551051738,2.8161161836091186,2.7798799908308616,2.745576571027373,2.710706486809628,2.672783648932955,2.637991537631869,2.6099238945702283,2.5811873387723514,2.5451589545522046,2.5076662274670327,2.4745205943156225,2.4416963261505504,2.4098186193902587,2.37925559869022,2.3505858317057418,2.3205889675833493,2.2883083384432403,2.2585597326853257,2.237052049648804,2.222520115400617,2.2181402641739583,2.2227661239711503,2.234733008321248,2.253029918961569,2.2886257873677875,2.3318755970283638,2.347675734603057,2.3448968336666964,2.3425598173362068,2.344788574810561,2.349512668536983,2.3552366737054977,2.363547759969272,2.366278762049458,2.3719131036584016,2.398422327400922,2.442480010522892,2.4876282308232542,2.5151285372175467,2.514137316190143,2.50193402936582,2.4946666054754623,2.4895626594948266,2.5051896621985152,2.5504335878368627,2.6189023497609614,2.7205796026075966,2.8841319680164186,3.1095905045569365,3.3830407718548647,3.709325426636186,4.076293303274208,4.407231380106967,4.589844221889375,4.6335712960792526,4.6560942264775615,4.6956101425484364,4.710210986371021,4.6808527163338844,4.616605225668844,4.523268569753727,4.406098554981839,4.28354493758197,4.18980646982144,8
2018-06-03_10-51-13,dummyR.bot,1.25,5.0,15.0,1.0,0.0,0.0,0.0,10.0,0.0,3.1953106092634935,3.1857020486844743,3.1771815090841464,3.1695763772165018,3.1640662122634304,3.1593022154309627,3.1552988690766934,3.1536598114546432,3.154669913058296,3.1562885349757592,3.1612189084465814,3.168022844228918,3.1755792612988087,3.1815227177440795,3.18361187883981,3.1861395577082927,3.188772051313045,3.187622939623075,3.1795059509158015,3.1684267349475093,3.1590341008657195,3.1513035979082944,3.1437707434556104,3.1338439060221677,3.12219819764341,3.1099438274603903,3.0982552611021577,3.088693051776925,3.0792892589612992,3.067379737571076,3.0580745293461487,3.0540085697470345,3.049129496533665,3.0378284938642515,3.0255121422211166,3.0162132728282436,3.0068862813871045,2.998138475225533,2.990173354757621,2.9840290228754363,2.97706525227446,2.96842195560865,2.961533171573214,2.9601149710150017,2.9633285080435976,2.9729411518703737,2.988134592753757,3.0078110628109185,3.0316927158804616,3.0686387127910715,3.111826897345169,3.133322723278756,3.1399086381931527,3.146603142650826,3.1565823412066467,3.1681094857230163,3.1797786757319835,3.1936635632098938,3.203071465793061,3.215184737751412,3.2447762129195685,3.2892064822734524,3.3350993511891045,3.3668276178231222,3.374725467592328,3.3729588155323307,3.373902027712224,3.3756447961881557,3.392529332065396,3.4334129401742954,3.494274645733195,3.5838136332087904,3.7262472668355047,3.921596616885438,4.159568658812791,4.444166813094382,4.765603552569625,5.057557338975203,5.221846521607738,5.2649782859554985,5.2894774672765585,5.328713943497683,5.345729947079383,5.324791793428576,5.272358105830119,5.195044236575802,5.096934852765064,4.994366519343631,4.916795884313264,9
