date,bottom,depth,chl,cdom,mineral,cloud,suntheta,windspeed,temp,salinity,BLUE,GREEN,RED,CLEAR,name
2018-07-04_17-18-20,dummyR.bot,1.25,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.20142923974944849,0.04037925596027578,0.006821229484898109,0.08491089671677839,1
2018-07-04_17-19-53,dummyR.bot,1.25,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.5570737548835109,0.41667943031903226,0.3704115061655937,0.4159405299512728,2
2018-07-04_17-21-24,dummyR.bot,1.25,5.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.8806360595456976,0.7463796773165032,0.8796130499765538,0.8891543400542079,3
2018-07-04_17-22-01,dummyR.bot,1.25,4.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,0.9920322128598744,0.8243881344281201,0.8538719233219829,0.8681237108101806,4
2018-07-04_17-22-46,dummyR.bot,1.25,45.0,3.0,2.0,0.0,0.0,0.0,10.0,0.0,1.6531821071887942,1.8453974700056264,2.3254623241365744,1.9281054025189632,5
2018-07-04_17-23-27,dummyR.bot,1.25,40.0,3.0,3.0,0.0,0.0,0.0,10.0,0.0,1.7267452687272542,1.9581744043920282,2.4028046185453125,1.905406901368376,6
2018-07-04_17-24-17,dummyR.bot,1.25,50.0,4.0,3.0,0.0,0.0,0.0,10.0,0.0,2.0607812483232832,2.312082962508757,2.822369083118189,2.3946136879486213,7
2018-07-04_17-25-04,dummyR.bot,1.25,6.0,20.0,2.0,0.0,0.0,0.0,10.0,0.0,4.218821587260645,4.219743659262985,4.194301588107175,4.168801204405368,8
2018-07-04_17-25-34,dummyR.bot,1.25,5.0,22.0,1.0,0.0,0.0,0.0,10.0,0.0,4.47259423726396,4.390874228754294,4.342946790452436,4.292325965402212,9
2018-07-04_17-26-36,dummyR.bot,1.25,4.0,19.0,2.0,0.0,0.0,0.0,10.0,0.0,3.9850515939861184,3.9711498394723534,4.027596541837059,3.924520011241351,10
2018-07-04_17-27-11,dummyR.bot,1.25,6.0,21.0,2.0,0.0,0.0,0.0,10.0,0.0,4.435449793328143,4.382499143783919,4.515562844413179,4.437292428061324,11
2018-07-04_17-28-04,dummyR.bot,1.25,39.0,18.0,9.0,0.0,0.0,0.0,10.0,0.0,5.3386493090721086,5.680244446468472,6.220164878456856,5.583892270697357,12
2018-07-04_17-28-35,dummyR.bot,1.25,42.0,21.0,11.0,0.0,0.0,0.0,10.0,0.0,6.195327918690445,6.591917637350483,7.100720253282278,6.511127142875866,13
2018-07-04_17-29-28,dummyR.bot,1.25,47.0,22.0,9.0,0.0,0.0,0.0,10.0,0.0,6.2150936718151595,6.548874780040896,7.11979424195424,6.5560196602444085,14
2018-07-04_17-29-58,dummyR.bot,1.25,51.0,18.0,8.0,0.0,0.0,0.0,10.0,0.0,5.38060285056725,5.674176547029009,6.211050948423487,5.563346210869192,15
2018-07-04_17-30-27,dummyR.bot,1.25,6.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.6071915412843603,0.4584929568852805,0.6044467052457811,0.5272409540677028,16
2018-07-04_17-30-57,dummyR.bot,1.25,56.0,3.0,2.0,0.0,0.0,0.0,10.0,0.0,1.8975866115514932,2.059371100643122,2.604659907481368,2.0489091879042074,17
2018-07-04_17-31-23,dummyR.bot,1.25,7.0,23.0,3.0,0.0,0.0,0.0,10.0,0.0,4.87484224056782,4.814175851134476,5.047925857147537,4.973298237352592,18
2018-07-04_17-31-51,dummyR.bot,1.25,5.0,23.0,2.0,0.0,0.0,0.0,10.0,0.0,4.736520393921148,4.623655495312232,4.766345095379611,4.6930672872363495,19
2018-07-04_17-32-43,dummyR.bot,1.25,6.0,25.0,3.0,0.0,0.0,0.0,10.0,0.0,5.258484290034853,5.202381764907188,5.3457950025638254,5.192825414658516,20
2018-07-04_17-33-45,dummyR.bot,1.25,46.0,19.0,11.0,0.0,0.0,0.0,10.0,0.0,5.884095819036831,6.265722879682922,6.814467172843767,6.149575492211742,21
2018-07-04_17-34-22,dummyR.bot,1.25,48.0,18.0,10.0,0.0,0.0,0.0,10.0,0.0,5.616842815873013,5.926997135458418,6.573480224459297,5.914883360959557,22
2018-07-04_17-34-53,dummyR.bot,1.25,6.0,23.0,2.0,0.0,0.0,0.0,10.0,0.0,4.756186020859782,4.664983986152374,4.791161143635184,4.739495762597355,23
