# wavelength,relative_responsivity
304.9180327868853, 0.004081632653061051
314.7540983606558, 0.004081632653061051
326.2295081967213, 0.004081632653061051
336.0655737704918, 0.004081632653061051
349.1803278688525, 0.004081632653061051
360.65573770491807, 0.004081632653061051
375.4098360655738, 0.004081632653061051
388.5245901639345, 0.004081632653061051
401.1419363878381, 0.009689516832373846
410.7716509355854, 0.02706658420944108
417.0309653916212, 0.0484630889392792
429.78142076502735, 0.06559472273757971
441.384335154827, 0.08189342403628119
452.2222222222223, 0.10260770975056666
459.81582675571747, 0.12236079617031992
462.93260473588344, 0.14444444444444438
466.50273224043724, 0.16451247165532878
468.9435336976321, 0.1882086167800453
472.0173041894353, 0.207766439909297
475.93806921675775, 0.2294331065759636
478.688524590164, 0.24693877551020404
481.9672131147541, 0.26530612244897944
490.16393442622956, 0.2571428571428571
495.0819672131148, 0.2734693877551019
497.64217769682256, 0.2899974804736708
499.5264116575592, 0.31554421768707475
500.97146326654524, 0.3387188208616779
503.27868852459017, 0.3510204081632652
507.46111811685586, 0.3915576487005058
510.10928961748635, 0.42555744520030225
512.6593806921676, 0.45498866213151923
512.6593806921676, 0.4692743764172336
513.9344262295083, 0.48911564625850334
515.8469945355191, 0.5100151171579743
519.0346083788706, 0.5282312925170068
519.9908925318762, 0.542687074829932
521.5846994535519, 0.5650415721844293
524.0072859744992, 0.5953061224489795
527.0036429872496, 0.6181831065759638
529.5081967213115, 0.6326530612244898
531.1475409836066, 0.6510204081632653
536.0655737704918, 0.6612244897959184
540.983606557377, 0.6387755102040816
544.2622950819673, 0.6591836734693878
550.8196721311476, 0.6448979591836735
551.5482695810565, 0.6318405139833712
553.0358227079539, 0.6102796674225245
553.9708561020036, 0.5922902494331066
555.8515482695811, 0.5751275510204081
559.1277069419145, 0.5530486268581506
562.2586520947177, 0.5272108843537415
564.936247723133, 0.5057823129251701
567.1675774134791, 0.48623866213151923
569.7530864197531, 0.464424288233812
571.9489981785064, 0.44348072562358276
573.4790528233151, 0.4195918367346938
574.5699251163733, 0.39290753338372386
576.9783444646832, 0.36724615772234814
579.5992714025501, 0.3390362811791383
580.8743169398907, 0.3151738473167043
581.8761384335155, 0.296031746031746
584.2440801457195, 0.27717309145880564
585.5191256830601, 0.25918367346938764
586.976320582878, 0.24013605442176855
589.344262295082, 0.22018140589569146
591.712204007286, 0.20032596371882072
592.0765027322404, 0.17970521541950102
594.5173041894353, 0.1546712018140588
596.6530054644809, 0.1308815192743762
599.6174863387978, 0.10813151927437636
606.1627200971463, 0.08146132527084893
615.4826958105647, 0.05912698412698414
627.4134790528233, 0.04852607709750556
636.976320582878, 0.026218820861677816
646.2558186601902, 0.017069790879314484
659.2896174863388, 0.019851576994434073
672.6067597652298, 0.010367850844041238
686.7030965391621, 0.007766439909296929
701.3661202185792, 0.01031746031746028
721.7668488160291, 0.02324263038548735
735.7923497267759, 0.02656153370439074
749.1803278688525, 0.036179138321995374
761.2932604735884, 0.054274376417233317
768.8524590163935, 0.07346938775510181
781.1475409836065, 0.05895691609977316
790.7468123861566, 0.046972789115646174
804.6448087431694, 0.05448361162646864
818.6703096539162, 0.07216037930323638
826.9581056466302, 0.0905045351473921
832.7868852459015, 0.10408163265306114
842.896174863388, 0.09387755102040796
854.3715846994535, 0.08146773861059553
867.405383525602, 0.07729906777525808
882.4225865209471, 0.0732426303854874
896.830601092896, 0.07062358276643987
910.0485731633272, 0.07121441169060194
924.5901639344262, 0.07346938775510181
936.6120218579234, 0.07115929705215396
953.8251366120218, 0.06956297670583367
969.1256830601093, 0.06357452071737768
983.7887067395263, 0.0553854875283446
1000.3642987249544, 0.06213151927437632
1021.4025500910747, 0.07353123067408762
1035.8105646630236, 0.08879818594104294
1048.816029143898, 0.07713151927437645
1062.2040072859745, 0.061049268192125306
1076.2295081967213, 0.044310451453308364
1090.2550091074681, 0.03322820037105734
