date,bottom,depth,chl,cdom,mineral,cloud,suntheta,windspeed,temp,salinity,BLUE,GREEN,RED,CLEAR,name
2018-07-05_18-43-11,dummyR.bot,1.25,5.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.8786572619233195,0.7731769813559307,0.8651755229533677,0.8193409092903492,1
2018-07-05_18-43-55,dummyR.bot,1.25,6.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.8174580498191294,0.7008517173420963,0.7818313986055792,0.7474141236827034,2
2018-07-05_18-44-34,dummyR.bot,1.25,7.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0,0.7231880495497786,0.6330244117692193,0.7518183806557595,0.6818984228497118,3
2018-07-05_18-45-11,dummyR.bot,1.25,8.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0359055426785704,0.9379080088796771,1.0462409157314958,0.9864047332084396,4
2018-07-05_18-45-41,dummyR.bot,1.25,5.0,2.0,1.0,0.0,0.0,0.0,10.0,0.0,0.8003731905302759,0.6750337149515447,0.7426037356364112,0.7203952789900253,5
2018-07-05_18-46-16,dummyR.bot,1.25,7.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9133412374200082,0.8256558257686717,0.9448355217262142,0.8738132987552281,6
2018-07-05_18-46-41,dummyR.bot,1.25,9.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,1.052717251751818,0.9631637675742524,1.0846398931148056,1.0126302300079155,7
2018-07-05_18-47-09,dummyR.bot,1.25,8.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,0.930558256475104,0.8516258771573457,0.98425975660282,0.9006627222344098,8
2018-07-05_18-47-55,dummyR.bot,1.25,15.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0490986879903286,1.0289098669176586,1.2531519270252596,1.0820895996372306,9
2018-07-05_19-00-41,dummyR.bot,1.25,5.0,6.0,3.0,0.0,0.0,0.0,10.0,0.0,1.7226088732689968,1.6475883512061686,1.7672485402747538,1.691636246357876,10
2018-07-05_19-02-13,dummyR.bot,1.25,6.0,6.0,2.0,0.0,0.0,0.0,10.0,0.0,1.6456235062855231,1.5565349968358169,1.6651589431525555,1.6021462927105317,11
2018-07-05_19-03-06,dummyR.bot,1.25,9.0,7.0,2.0,0.0,0.0,0.0,10.0,0.0,1.881939365853969,1.8197480452196662,1.9684197577335032,1.8676025455820509,12
2018-07-05_19-03-34,dummyR.bot,1.25,8.0,6.0,2.0,0.0,0.0,0.0,10.0,0.0,1.6795512518054734,1.6075577463544974,1.7425658363630268,1.6549370367161846,13
2018-07-05_19-21-24,dummyR.bot,1.25,8.0,6.0,2.0,0.0,0.0,0.0,10.0,0.0,1.6795512518054734,1.6075577463544974,1.7425658363630268,1.6549370367161846,14
2018-07-05_19-21-59,dummyR.bot,1.25,7.3,8.2,1.8,0.0,0.0,0.0,10.0,0.0,2.055434431565284,1.9758734653707888,2.0982557008954745,2.022257822704396,15
2018-07-05_19-22-25,dummyR.bot,1.25,6.8,7.5,2.1,0.0,0.0,0.0,10.0,0.0,1.947278209693368,1.8695365694473676,1.992226953320676,1.9153872604775872,16
2018-07-05_19-23-07,dummyR.bot,1.25,6.1,7.8,1.8,0.0,0.0,0.0,10.0,0.0,1.961423291440944,1.871176503578193,1.9775762884791317,1.9165471766858075,17
2018-07-05_19-33-07,dummyR.bot,1.25,13.5,3.1,1.5,0.0,0.0,0.0,10.0,0.0,1.1881670491926148,1.146585347480762,1.3390548485193987,1.1991268835055986,18
2018-07-05_19-33-40,dummyR.bot,1.25,14.4,2.1,1.3,0.0,0.0,0.0,10.0,0.0,1.0008544434910165,0.9609192182046724,1.1594909191382743,1.014487816822567,19
2018-07-05_19-34-06,dummyR.bot,1.25,14.8,2.3,1.5,0.0,0.0,0.0,10.0,0.0,1.060971559839568,1.0288082035223858,1.2376675773834018,1.082316298512533,20
2018-07-05_19-34-31,dummyR.bot,1.25,13.6,1.8,2.1,0.0,0.0,0.0,10.0,0.0,0.9959810274920924,0.9661831935360372,1.1750505711703731,1.0188286420474593,21
2018-07-05_19-35-26,dummyR.bot,1.25,13.9,1.2,1.5,0.0,0.0,0.0,10.0,0.0,0.8405750743047423,0.7994848989242236,0.9966547281291588,0.8530708579262274,22
